-4.045758928571428943e-03,-4.324776785714285962e-03,-4.743303571428571057e-03,-4.045758928571428943e-03,-4.464285714285714038e-03,-3.906250000000000000e-03,-3.906250000000000000e-03,-3.627232142857142981e-03,-4.603794642857142981e-03,-4.185267857142857019e-03,-4.185267857142857019e-03,-4.464285714285714038e-03,-4.185267857142857019e-03,-4.743303571428571057e-03,-4.185267857142857019e-03,-4.324776785714285962e-03,-4.464285714285714038e-03,-4.603794642857142981e-03,-5.161830357142857019e-03,-3.906250000000000000e-03,-4.045758928571428943e-03,-4.603794642857142981e-03,-3.906250000000000000e-03,-3.906250000000000000e-03,-4.185267857142857019e-03,-4.185267857142857019e-03,-3.627232142857142981e-03,-4.464285714285714038e-03,-3.906250000000000000e-03,-3.627232142857142981e-03,-5.022321428571428943e-03,-4.185267857142857019e-03,-4.185267857142857019e-03,-3.348214285714285528e-03,-3.627232142857142981e-03,-4.045758928571428943e-03,-4.882812500000000000e-03,-4.324776785714285962e-03,-3.766741071428571491e-03,-4.185267857142857019e-03,-4.324776785714285962e-03,-4.464285714285714038e-03
-6.277901785714286309e-02,-6.445312500000000000e-02,-6.375558035714286309e-02,-6.236049107142856845e-02,-6.305803571428571230e-02,-6.347656250000000000e-02,-6.319754464285713691e-02,-6.263950892857142461e-02,-6.389508928571428770e-02,-6.361607142857142461e-02,-6.445312500000000000e-02,-6.375558035714286309e-02,-6.305803571428571230e-02,-6.347656250000000000e-02,-6.333705357142857539e-02,-6.389508928571428770e-02,-6.333705357142857539e-02,-6.361607142857142461e-02,-6.515066964285713691e-02,-6.194196428571428770e-02,-6.263950892857142461e-02,-6.375558035714286309e-02,-6.347656250000000000e-02,-6.333705357142857539e-02,-6.333705357142857539e-02,-6.305803571428571230e-02,-6.263950892857142461e-02,-6.305803571428571230e-02,-6.305803571428571230e-02,-6.277901785714286309e-02,-6.236049107142856845e-02,-6.263950892857142461e-02,-6.180245535714285615e-02,-6.180245535714285615e-02,-6.068638392857143155e-02,-6.347656250000000000e-02,-6.319754464285713691e-02,-6.333705357142857539e-02,-6.250000000000000000e-02,-6.291852678571428770e-02,-6.194196428571428770e-02,-6.319754464285713691e-02
1.688058035714285615e-02,1.688058035714285615e-02,1.688058035714285615e-02,1.646205357142857192e-02,1.715959821428571577e-02,1.729910714285714385e-02,1.660156250000000000e-02,1.715959821428571577e-02,1.715959821428571577e-02,1.702008928571428423e-02,1.715959821428571577e-02,1.688058035714285615e-02,1.688058035714285615e-02,1.702008928571428423e-02,1.674107142857142808e-02,1.729910714285714385e-02,1.632254464285714385e-02,1.674107142857142808e-02,1.688058035714285615e-02,1.702008928571428423e-02,1.632254464285714385e-02,1.729910714285714385e-02,1.743861607142857192e-02,1.632254464285714385e-02,1.715959821428571577e-02,1.715959821428571577e-02,1.702008928571428423e-02,1.660156250000000000e-02,1.660156250000000000e-02,1.702008928571428423e-02,1.674107142857142808e-02,1.688058035714285615e-02,1.715959821428571577e-02,1.632254464285714385e-02,1.646205357142857192e-02,1.660156250000000000e-02,1.660156250000000000e-02,1.715959821428571577e-02,1.715959821428571577e-02,1.660156250000000000e-02,1.702008928571428423e-02,1.618303571428571577e-02
5.468750000000000000e-02,5.622209821428571230e-02,5.636160714285714385e-02,5.496651785714285615e-02,5.524553571428571230e-02,5.552455357142856845e-02,5.398995535714285615e-02,5.482700892857143155e-02,5.650111607142856845e-02,5.566406250000000000e-02,5.594308035714285615e-02,5.566406250000000000e-02,5.524553571428571230e-02,5.440848214285714385e-02,5.496651785714285615e-02,5.594308035714285615e-02,5.524553571428571230e-02,5.524553571428571230e-02,5.705915178571428770e-02,5.440848214285714385e-02,5.468750000000000000e-02,5.636160714285714385e-02,5.608258928571428770e-02,5.482700892857143155e-02,5.552455357142856845e-02,5.538504464285714385e-02,5.552455357142856845e-02,5.636160714285714385e-02,5.594308035714285615e-02,5.510602678571428770e-02,5.538504464285714385e-02,5.510602678571428770e-02,5.440848214285714385e-02,5.426897321428571230e-02,5.357142857142856845e-02,5.496651785714285615e-02,5.594308035714285615e-02,5.538504464285714385e-02,5.538504464285714385e-02,5.440848214285714385e-02,5.454799107142856845e-02,5.482700892857143155e-02
4.729352678571428770e-02,4.687500000000000000e-02,4.743303571428571230e-02,4.729352678571428770e-02,4.687500000000000000e-02,4.715401785714285615e-02,4.715401785714285615e-02,4.701450892857143155e-02,4.687500000000000000e-02,4.645647321428571230e-02,4.617745535714285615e-02,4.659598214285714385e-02,4.659598214285714385e-02,4.673549107142856845e-02,4.715401785714285615e-02,4.687500000000000000e-02,4.589843750000000000e-02,4.673549107142856845e-02,4.589843750000000000e-02,4.729352678571428770e-02,4.673549107142856845e-02,4.589843750000000000e-02,4.617745535714285615e-02,4.603794642857143155e-02,4.561941964285714385e-02,4.617745535714285615e-02,4.659598214285714385e-02,4.547991071428571230e-02,4.603794642857143155e-02,4.645647321428571230e-02,4.589843750000000000e-02,4.506138392857143155e-02,4.589843750000000000e-02,4.603794642857143155e-02,4.645647321428571230e-02,4.603794642857143155e-02,4.547991071428571230e-02,4.575892857142856845e-02,4.534040178571428770e-02,4.534040178571428770e-02,4.561941964285714385e-02,4.506138392857143155e-02
-3.169642857142856984e-01,-3.222656250000000000e-01,-3.191964285714285476e-01,-3.159877232142856984e-01,-3.171037946428571508e-01,-3.178013392857143016e-01,-3.158482142857143016e-01,-3.179408482142856984e-01,-3.228236607142856984e-01,-3.203125000000000000e-01,-3.247767857142856984e-01,-3.235212053571428492e-01,-3.198939732142856984e-01,-3.189174107142856984e-01,-3.203125000000000000e-01,-3.242187500000000000e-01,-3.210100446428571508e-01,-3.207310267857143016e-01,-3.299386160714285476e-01,-3.186383928571428492e-01,-3.208705357142856984e-01,-3.275669642857143016e-01,-3.228236607142856984e-01,-3.231026785714285476e-01,-3.251953125000000000e-01,-3.229631696428571508e-01,-3.250558035714285476e-01,-3.281250000000000000e-01,-3.270089285714285476e-01,-3.233816964285714524e-01,-3.233816964285714524e-01,-3.240792410714285476e-01,-3.233816964285714524e-01,-3.219866071428571508e-01,-3.171037946428571508e-01,-3.297991071428571508e-01,-3.271484375000000000e-01,-3.278459821428571508e-01,-3.272879464285714524e-01,-3.257533482142856984e-01,-3.238002232142856984e-01,-3.278459821428571508e-01
-5.719866071428571230e-02,-5.719866071428571230e-02,-5.719866071428571230e-02,-5.789620535714285615e-02,-5.733816964285714385e-02,-5.705915178571428770e-02,-5.733816964285714385e-02,-5.747767857142856845e-02,-5.747767857142856845e-02,-5.705915178571428770e-02,-5.636160714285714385e-02,-5.733816964285714385e-02,-5.678013392857143155e-02,-5.664062500000000000e-02,-5.789620535714285615e-02,-5.747767857142856845e-02,-5.678013392857143155e-02,-5.705915178571428770e-02,-5.594308035714285615e-02,-5.566406250000000000e-02,-5.691964285714285615e-02,-5.594308035714285615e-02,-5.608258928571428770e-02,-5.678013392857143155e-02,-5.705915178571428770e-02,-5.608258928571428770e-02,-5.622209821428571230e-02,-5.636160714285714385e-02,-5.608258928571428770e-02,-5.622209821428571230e-02,-5.678013392857143155e-02,-5.664062500000000000e-02,-5.608258928571428770e-02,-5.691964285714285615e-02,-5.678013392857143155e-02,-5.622209821428571230e-02,-5.622209821428571230e-02,-5.594308035714285615e-02,-5.538504464285714385e-02,-5.608258928571428770e-02,-5.566406250000000000e-02,-5.622209821428571230e-02
-8.928571428571428076e-03,-6.696428571428571057e-03,-7.393973214285714038e-03,-8.928571428571428076e-03,-8.370535714285714038e-03,-7.812500000000000000e-03,-9.068080357142857886e-03,-7.393973214285714038e-03,-5.301339285714285962e-03,-6.835937500000000000e-03,-5.022321428571428943e-03,-7.114955357142857019e-03,-7.533482142857142981e-03,-7.254464285714285962e-03,-7.812500000000000000e-03,-5.719866071428571057e-03,-7.393973214285714038e-03,-7.114955357142857019e-03,-3.487723214285714472e-03,-8.091517857142857886e-03,-8.231026785714285962e-03,-5.161830357142857019e-03,-5.301339285714285962e-03,-6.696428571428571057e-03,-5.859375000000000000e-03,-6.138392857142857019e-03,-5.022321428571428943e-03,-4.603794642857142981e-03,-5.161830357142857019e-03,-7.672991071428571057e-03,-7.114955357142857019e-03,-6.975446428571428943e-03,-6.696428571428571057e-03,-7.393973214285714038e-03,-8.928571428571428076e-03,-5.161830357142857019e-03,-5.022321428571428943e-03,-6.556919642857142981e-03,-5.719866071428571057e-03,-5.998883928571428943e-03,-7.254464285714285962e-03,-5.859375000000000000e-03
-2.092633928571428423e-02,-2.232142857142857192e-02,-2.176339285714285615e-02,-2.176339285714285615e-02,-2.134486607142857192e-02,-2.176339285714285615e-02,-2.134486607142857192e-02,-2.176339285714285615e-02,-2.232142857142857192e-02,-2.162388392857142808e-02,-2.176339285714285615e-02,-2.218191964285714385e-02,-2.190290178571428423e-02,-2.162388392857142808e-02,-2.204241071428571577e-02,-2.218191964285714385e-02,-2.204241071428571577e-02,-2.120535714285714385e-02,-2.315848214285714385e-02,-2.064732142857142808e-02,-2.134486607142857192e-02,-2.218191964285714385e-02,-2.176339285714285615e-02,-2.232142857142857192e-02,-2.134486607142857192e-02,-2.148437500000000000e-02,-2.204241071428571577e-02,-2.204241071428571577e-02,-2.190290178571428423e-02,-2.120535714285714385e-02,-2.148437500000000000e-02,-2.190290178571428423e-02,-2.148437500000000000e-02,-2.134486607142857192e-02,-2.050781250000000000e-02,-2.148437500000000000e-02,-2.162388392857142808e-02,-2.204241071428571577e-02,-2.190290178571428423e-02,-2.148437500000000000e-02,-2.092633928571428423e-02,-2.120535714285714385e-02
-1.170479910714285754e-01,-1.185825892857142877e-01,-1.177455357142857123e-01,-1.164899553571428631e-01,-1.162109375000000000e-01,-1.159319196428571369e-01,-1.156529017857142877e-01,-1.157924107142857123e-01,-1.174665178571428631e-01,-1.160714285714285754e-01,-1.184430803571428631e-01,-1.178850446428571369e-01,-1.167689732142857123e-01,-1.169084821428571369e-01,-1.173270089285714246e-01,-1.177455357142857123e-01,-1.162109375000000000e-01,-1.167689732142857123e-01,-1.190011160714285754e-01,-1.159319196428571369e-01,-1.167689732142857123e-01,-1.178850446428571369e-01,-1.164899553571428631e-01,-1.170479910714285754e-01,-1.166294642857142877e-01,-1.170479910714285754e-01,-1.170479910714285754e-01,-1.181640625000000000e-01,-1.173270089285714246e-01,-1.159319196428571369e-01,-1.162109375000000000e-01,-1.160714285714285754e-01,-1.160714285714285754e-01,-1.153738839285714246e-01,-1.138392857142857123e-01,-1.169084821428571369e-01,-1.169084821428571369e-01,-1.169084821428571369e-01,-1.173270089285714246e-01,-1.153738839285714246e-01,-1.146763392857142877e-01,-1.162109375000000000e-01
